sender,message,conversation_history,receiver
7,De heer Van Houwelingen heeft het over discriminerende vlaggen. Hoe bedoelt hij dat precies als hij het heeft over de lhbti-vlag?,"Sender: de heer Van Houwelingen, message: Dank u, voorzitter. Scholen en universiteiten zijn bij uitstek de plaats waar verschillende ideologieën in al hun vrijheid bediscussieerd en bevraagd zouden moeten kunnen worden. Het is daarom van groot belang dat scholen en universiteiten zélf over al die ideologieën geen standpunt innemen, zodat scholieren en studenten zich vrij voelen om van gedachten te wisselen. In dat licht vindt Forum voor Democratie het problematisch dat veel onderwijsinstellingen ideologisch geladen vlaggen hijsen, vlaggen die een stelling innemen in een maatschappelijk debat, zoals bijvoorbeeld de Oekraïense vlag of de lhbtq-vlag. Deze vlaggen vertegenwoordigen bovendien een selectief deel van de bevolking. De Oekraïense vlag vertegenwoordigt geen mensen die van mening zijn dat de oorlog in Oekraïne niet onze oorlog is. Ook de Palestijnse en Israëlische vlag symboliseren steun voor Palestina óf Israël. Het is dan ook goed om te zien dat de gemeente Vlaardingen er vorig jaar voor heeft gekozen de Israëlische vlag niet langer voor het stadhuis te hijsen, maar deze te vervangen door de vredesvlag. Hetzelfde zou moeten gebeuren op scholen en universiteiten. Wie toch een vlag wil hijsen, kan natuurlijk altijd de Nederlandse vlag hijsen. Daarmee kan iedereen zich in dit land vertegenwoordigd voelen. Daarom heb ik de volgende motie. Sender: voorzitter, message: Voordat u aan die motie begint: ik zag twee mensen klaarstaan voor een interruptie. De heer Krul was eerder, maar ik zie hem naar de heer Paternotte kijken. ",9
9,"Zoals de heer Paternotte ongetwijfeld goed weet, staat de lhbtqi-vlag voor een ideologie, de woke-ideologie. Die staat bijvoorbeeld — ik noem maar iets — voor quota op universiteiten. De Universiteit Eindhoven is daar onlangs voor op de vingers getikt. Daar mochten mannen niet eens meer worden aangenomen; bizar. Met andere woorden, het is een ideologisch geladen vlag die juist níet iedereen includeert. Daar zou dus wat ons betreft geen plek voor moeten zijn op Nederlandse universiteiten. Studenten mogen er natuurlijk mee zwaaien als ze dat willen; dat is geen probleem. Maar de universiteiten en hogescholen zelf zouden dat niet moeten doen, omdat het een ideologisch geladen vlag is.","Sender: voorzitter, message: Voordat u aan die motie begint: ik zag twee mensen klaarstaan voor een interruptie. De heer Krul was eerder, maar ik zie hem naar de heer Paternotte kijken. Sender: de heer Paternotte, message: De heer Van Houwelingen heeft het over discriminerende vlaggen. Hoe bedoelt hij dat precies als hij het heeft over de lhbti-vlag? ",7
1,"Tot slot, een vervolgvraag van de heer Paternotte.","Sender: de heer Paternotte, message: De heer Van Houwelingen heeft het over discriminerende vlaggen. Hoe bedoelt hij dat precies als hij het heeft over de lhbti-vlag? Sender: de heer Van Houwelingen, message: Zoals de heer Paternotte ongetwijfeld goed weet, staat de lhbtqi-vlag voor een ideologie, de woke-ideologie. Die staat bijvoorbeeld — ik noem maar iets — voor quota op universiteiten. De Universiteit Eindhoven is daar onlangs voor op de vingers getikt. Daar mochten mannen niet eens meer worden aangenomen; bizar. Met andere woorden, het is een ideologisch geladen vlag die juist níet iedereen includeert. Daar zou dus wat ons betreft geen plek voor moeten zijn op Nederlandse universiteiten. Studenten mogen er natuurlijk mee zwaaien als ze dat willen; dat is geen probleem. Maar de universiteiten en hogescholen zelf zouden dat niet moeten doen, omdat het een ideologisch geladen vlag is.",7
7,"Dus de lhbti-vlag staat volgens de heer Van Houwelingen ervoor dat je selectief bent bij sollicitaties, zoals de Universiteit Eindhoven. Laat ik tegen iedereen in Nederland die dit luistert en zich toch afvraagt wat er in de nationale vergaderzaal gezegd wordt, zeggen: die vlag staat ervoor dat iedereen in dit land zichzelf mag zijn. Het is hartstikke mooi als die op heel veel plekken getoond wordt, want juist dit land, het eerste land waar het huwelijk werd opengesteld, loopt erin voorop dat iedereen zichzelf mag zijn en dat niemand hier vanuit deze zaal voor hem bepaalt dat dat niet zo is.","Sender: de heer Van Houwelingen, message: Zoals de heer Paternotte ongetwijfeld goed weet, staat de lhbtqi-vlag voor een ideologie, de woke-ideologie. Die staat bijvoorbeeld — ik noem maar iets — voor quota op universiteiten. De Universiteit Eindhoven is daar onlangs voor op de vingers getikt. Daar mochten mannen niet eens meer worden aangenomen; bizar. Met andere woorden, het is een ideologisch geladen vlag die juist níet iedereen includeert. Daar zou dus wat ons betreft geen plek voor moeten zijn op Nederlandse universiteiten. Studenten mogen er natuurlijk mee zwaaien als ze dat willen; dat is geen probleem. Maar de universiteiten en hogescholen zelf zouden dat niet moeten doen, omdat het een ideologisch geladen vlag is. Sender: de voorzitter, message: Tot slot, een vervolgvraag van de heer Paternotte. ",18
9,"Het is ontzettend interessant wat de heer Paternotte zegt. Dat laat in feite zien dat de heer Paternotte niet begrijpt hoe mensen die vlag opvatten. Die vlag is wel degelijk … U zou uw licht kunnen opsteken bij de universiteiten. Ongehoord Nederland heeft er onlangs nog een reportage over gemaakt. Heel veel studenten zien die vlag als een ideologisch geladen vlag. Je zou bijvoorbeeld over de Oekraïense vlag ook kunnen zeggen ""dat is geen ideologisch geladen vlag"", maar dat is die op dit moment wel. Iemand die dat ontkent … Ik kan oprecht bijna niet geloven dat de heer Paternotte niet ziet dat deze vlag ideologisch geladen is. Daar laat ik het bij.","Sender: de voorzitter, message: Tot slot, een vervolgvraag van de heer Paternotte. Sender: de heer Paternotte, message: Dus de lhbti-vlag staat volgens de heer Van Houwelingen ervoor dat je selectief bent bij sollicitaties, zoals de Universiteit Eindhoven. Laat ik tegen iedereen in Nederland die dit luistert en zich toch afvraagt wat er in de nationale vergaderzaal gezegd wordt, zeggen: die vlag staat ervoor dat iedereen in dit land zichzelf mag zijn. Het is hartstikke mooi als die op heel veel plekken getoond wordt, want juist dit land, het eerste land waar het huwelijk werd opengesteld, loopt erin voorop dat iedereen zichzelf mag zijn en dat niemand hier vanuit deze zaal voor hem bepaalt dat dat niet zo is. ",7
1,"Dank u wel. Dan geef ik het woord aan de heer Krul, CDA.","Sender: de heer Paternotte, message: Dus de lhbti-vlag staat volgens de heer Van Houwelingen ervoor dat je selectief bent bij sollicitaties, zoals de Universiteit Eindhoven. Laat ik tegen iedereen in Nederland die dit luistert en zich toch afvraagt wat er in de nationale vergaderzaal gezegd wordt, zeggen: die vlag staat ervoor dat iedereen in dit land zichzelf mag zijn. Het is hartstikke mooi als die op heel veel plekken getoond wordt, want juist dit land, het eerste land waar het huwelijk werd opengesteld, loopt erin voorop dat iedereen zichzelf mag zijn en dat niemand hier vanuit deze zaal voor hem bepaalt dat dat niet zo is. Sender: de heer Van Houwelingen, message: Het is ontzettend interessant wat de heer Paternotte zegt. Dat laat in feite zien dat de heer Paternotte niet begrijpt hoe mensen die vlag opvatten. Die vlag is wel degelijk … U zou uw licht kunnen opsteken bij de universiteiten. Ongehoord Nederland heeft er onlangs nog een reportage over gemaakt. Heel veel studenten zien die vlag als een ideologisch geladen vlag. Je zou bijvoorbeeld over de Oekraïense vlag ook kunnen zeggen ""dat is geen ideologisch geladen vlag"", maar dat is die op dit moment wel. Iemand die dat ontkent … Ik kan oprecht bijna niet geloven dat de heer Paternotte niet ziet dat deze vlag ideologisch geladen is. Daar laat ik het bij. ","9, 3"
3,"Ja, ik ga een poging wagen. De vlag die inclusiviteit uit, een teken van inclusiviteit is, is volgens de heer Van Houwelingen ideologisch geladen. Dus het signaal dat iedereen zichzelf kan zijn in Nederland is ideologisch geladen. Ik zou hem willen vragen wat hij ideologisch vindt aan artikel 1 van de Grondwet.","Sender: de heer Van Houwelingen, message: Het is ontzettend interessant wat de heer Paternotte zegt. Dat laat in feite zien dat de heer Paternotte niet begrijpt hoe mensen die vlag opvatten. Die vlag is wel degelijk … U zou uw licht kunnen opsteken bij de universiteiten. Ongehoord Nederland heeft er onlangs nog een reportage over gemaakt. Heel veel studenten zien die vlag als een ideologisch geladen vlag. Je zou bijvoorbeeld over de Oekraïense vlag ook kunnen zeggen ""dat is geen ideologisch geladen vlag"", maar dat is die op dit moment wel. Iemand die dat ontkent … Ik kan oprecht bijna niet geloven dat de heer Paternotte niet ziet dat deze vlag ideologisch geladen is. Daar laat ik het bij. Sender: de voorzitter, message: Dank u wel. Dan geef ik het woord aan de heer Krul, CDA. ",9
9,"We hebben natuurlijk al een vlag die ons allemaal includeert. Dat is de Nederlandse vlag. Daarom staat die hier. Die hebben we al. Daar hebben we geen andere vlag voor nodig. Het is toch eigenlijk heel vreemd, vraag ik via de voorzitter aan de heer Krul, dat daar ineens een andere vlag voor nodig is? Die vlag includeert dus juist niet iedereen. Ik noem maar wat: het symbool voor heteroseksualiteit zit er juist niet in. Nogmaals, dat mensen hier niet kunnen begrijpen dat het een ideologisch geladen vlag is, is voor mij echt onbegrijpelijk. Dat is ook een deel van het probleem.","Sender: de voorzitter, message: Dank u wel. Dan geef ik het woord aan de heer Krul, CDA. Sender: de heer Krul, message: Ja, ik ga een poging wagen. De vlag die inclusiviteit uit, een teken van inclusiviteit is, is volgens de heer Van Houwelingen ideologisch geladen. Dus het signaal dat iedereen zichzelf kan zijn in Nederland is ideologisch geladen. Ik zou hem willen vragen wat hij ideologisch vindt aan artikel 1 van de Grondwet. ",3
1,"Tot slot, de heer Krul","Sender: de heer Krul, message: Ja, ik ga een poging wagen. De vlag die inclusiviteit uit, een teken van inclusiviteit is, is volgens de heer Van Houwelingen ideologisch geladen. Dus het signaal dat iedereen zichzelf kan zijn in Nederland is ideologisch geladen. Ik zou hem willen vragen wat hij ideologisch vindt aan artikel 1 van de Grondwet. Sender: de heer Van Houwelingen, message: We hebben natuurlijk al een vlag die ons allemaal includeert. Dat is de Nederlandse vlag. Daarom staat die hier. Die hebben we al. Daar hebben we geen andere vlag voor nodig. Het is toch eigenlijk heel vreemd, vraag ik via de voorzitter aan de heer Krul, dat daar ineens een andere vlag voor nodig is? Die vlag includeert dus juist niet iedereen. Ik noem maar wat: het symbool voor heteroseksualiteit zit er juist niet in. Nogmaals, dat mensen hier niet kunnen begrijpen dat het een ideologisch geladen vlag is, is voor mij echt onbegrijpelijk. Dat is ook een deel van het probleem.",3
3,"Ik constateer gewoon — ik sluit me helemaal aan bij de heer Paternotte — dat dit soort teksten echt niet bijdragen aan wat de heer Van Houwelingen zelf probeert te prediken, namelijk inclusiviteit. Ik werp dat verre van mij. Het is goed dat deze vlag gehesen wordt. Het is goed dat iedereen in Nederland zichzelf kan zijn, juist op plekken waar mensen zich ontplooien, juist op universiteiten. Dat moeten we vooral blijven doen."," Sender: de heer Van Houwelingen, message: We hebben natuurlijk al een vlag die ons allemaal includeert. Dat is de Nederlandse vlag. Daarom staat die hier. Die hebben we al. Daar hebben we geen andere vlag voor nodig. Het is toch eigenlijk heel vreemd, vraag ik via de voorzitter aan de heer Krul, dat daar ineens een andere vlag voor nodig is? Die vlag includeert dus juist niet iedereen. Ik noem maar wat: het symbool voor heteroseksualiteit zit er juist niet in. Nogmaals, dat mensen hier niet kunnen begrijpen dat het een ideologisch geladen vlag is, is voor mij echt onbegrijpelijk. Dat is ook een deel van het probleem. Sender: de voorzitter, message: Tot slot, de heer Krul. ",9
9,"Heel kort, voorzitter. Tot slot. Ik zou de heer Krul willen oproepen om bijvoorbeeld eens naar de VU te gaan en daar met studenten te spreken. Die zullen heel waarschijnlijk precies zeggen wat ik zeg, namelijk dat ze zich allemaal geïncludeerd voelen door de Nederlandse vlag, maar niet door de lhbtqi-vlag. Een deel van de studenten voelt zich daar natuurlijk wel door geïncludeerd, maar een groot deel van de studenten ook juist niet, omdat die ideologisch geladen is. Dat zijn de feiten. Zo ervaren mensen dat. Ik kan er niks aan doen.","Sender: de voorzitter, message: Tot slot, de heer Krul. Sender: de heer Krul, message: Ik constateer gewoon — ik sluit me helemaal aan bij de heer Paternotte — dat dit soort teksten echt niet bijdragen aan wat de heer Van Houwelingen zelf probeert te prediken, namelijk inclusiviteit. Ik werp dat verre van mij. Het is goed dat deze vlag gehesen wordt. Het is goed dat iedereen in Nederland zichzelf kan zijn, juist op plekken waar mensen zich ontplooien, juist op universiteiten. Dat moeten we vooral blijven doen. ","1, 3"
4,"Ik wil even zeggen dat ik er moeite mee heb dat dit verhaal komt van iemand die een hakenkruis in de vlag van het ministerie van VWS plakte. Misschien begrijpt meneer Van Houwelingen dat mensen daar ook ideologische associaties bij hebben. Ik zou hem ertoe oproepen om daar eens met mensen over te praten.
","Sender: de heer Krul, message: Ik constateer gewoon — ik sluit me helemaal aan bij de heer Paternotte — dat dit soort teksten echt niet bijdragen aan wat de heer Van Houwelingen zelf probeert te prediken, namelijk inclusiviteit. Ik werp dat verre van mij. Het is goed dat deze vlag gehesen wordt. Het is goed dat iedereen in Nederland zichzelf kan zijn, juist op plekken waar mensen zich ontplooien, juist op universiteiten. Dat moeten we vooral blijven doen. Sender: de heer Van Houwelingen, message: Heel kort, voorzitter. Tot slot. Ik zou de heer Krul willen oproepen om bijvoorbeeld eens naar de VU te gaan en daar met studenten te spreken. Die zullen heel waarschijnlijk precies zeggen wat ik zeg, namelijk dat ze zich allemaal geïncludeerd voelen door de Nederlandse vlag, maar niet door de lhbtqi-vlag. Een deel van de studenten voelt zich daar natuurlijk wel door geïncludeerd, maar een groot deel van de studenten ook juist niet, omdat die ideologisch geladen is. Dat zijn de feiten. Zo ervaren mensen dat. Ik kan er niks aan doen. 
",9
